title,decade
From Dusk Till Dawn 3: The Hangman's Daughter,1990s
From Dusk till Dawn,1990s
From the Mixed-Up Files of Mrs. Basil E. Frankweiler (1995 film),1990s
Fugitive Mind,1990s
Fugitive Rage,1990s
Full Eclipse,1990s
Full Fathom Five (film),1990s
Funny About Love,1990s
Funny Bones,1990s
Future War,1990s
Futuresport,1990s
Fuzzbucket,1990s
G.I. Jane,1990s
Galaxy Quest,1990s
Galgameth,1990s
Gas Food Lodging,1990s
Gattaca,1990s
Generation X (film),1990s
Genius (1999 film),1990s
George Lucas in Love,1990s
George Wallace (film),1990s
George of the Jungle (film),1990s
Georgia (1995 film),1990s
Geronimo: An American Legend,1990s
Get Shorty (film),1990s
Get on the Bus,1990s
Get to the Heart: The Barbara Mandrell Story,1990s
Getting Even with Dad,1990s
Getting In,1990s
Gettysburg (1993 film),1990s
Ghost (1990 film),1990s
Ghost Brigade,1990s
Ghost Dad,1990s
Ghost Dog: The Way of the Samurai,1990s
Ghost in the Machine (film),1990s
Ghosts of Mississippi,1990s
Gia,1990s
Girl (1998 film),1990s
Girl 6,1990s
Girl Crazy (1997 film),1990s
"Girl, Interrupted (film)",1990s
Gladiator (1992 film),1990s
Glam (film),1990s
Glengarry Glen Ross (film),1990s
Gloria (1999 American film),1990s
Glory Daze (film),1990s
Go (1999 film),1990s
Go Fish (film),1990s
Gods and Monsters (film),1990s
Godzilla (1998 film),1990s
Going All the Way,1990s
Going Under (1991 film),1990s
Gold Diggers: The Secret of Bear Mountain,1990s
Golden Gate (film),1990s
GoldenEye,1990s
Gone Fishin' (film),1990s
Good Burger,1990s
Good Will Hunting,1990s
Goodbye America,1990s
Goodbye Lover,1990s
Goodfellas,1990s
Gordy,1990s
Gotti (1996 film),1990s
Grace of My Heart,1990s
Graffiti Bridge (film),1990s
Grand Canyon (1991 film),1990s
Grave Secrets: The Legacy of Hilltop Drive,1990s
Graveyard Shift (1990 film),1990s
Great Expectations (1998 film),1990s
Greedy (film),1990s
Green Card (film),1990s
Gremlins 2: The New Batch,1990s
Grey Owl (film),1990s
Gridlock'd,1990s
Grosse Pointe Blank,1990s
Ground Control (film),1990s
Groundhog Day (film),1990s
Grumpier Old Men,1990s
Grumpy Old Men (film),1990s
Guarding Tess,1990s
Guilty as Sin,1990s
Guinevere (1999 film),1990s
Gumby: The Movie,1990s
Gummo,1990s
Guncrazy,1990s
Gunmen (1994 film),1990s
Guns (film),1990s
Guyver: Dark Hero,1990s
Gypsy (1993 film),1990s
Habit (1997 film),1990s
Hackers (film),1990s
Hacks (1997 film),1990s
Hail Caesar (1994 film),1990s
Hairshirt (film),1990s
Half Baked,1990s
Halloween H20: 20 Years Later,1990s
Halloween: The Curse of Michael Myers,1990s
Halloweentown (film),1990s
Hamlet (1990 film),1990s
Hamlet (1996 film),1990s
Hangin' with the Homeboys,1990s
Happiness (1998 film),1990s
Happy Gilmore,1990s
"Happy, Texas (film)",1990s
Hard Eight (film),1990s
Hard Promises (film),1990s
Hard Rain (film),1990s
Hard Target,1990s
Hard Time (film),1990s
Hard to Kill,1990s
Hardware (film),1990s
Harley Davidson and the Marlboro Man,1990s
Harriet the Spy (film),1990s
Harrison Bergeron (film),1990s
Harvey (1996 film),1990s
Hated: GG Allin and the Murder Junkies,1990s
Hav Plenty,1990s
Havana (film),1990s
He Got Game,1990s
"He Said, She Said (film)",1990s
Head Above Water (film),1990s
Headless Body in Topless Bar,1990s
Hear No Evil (1993 film),1990s
Heart Condition (film),1990s
Heart and Souls,1990s
Heartbeat (1993 film),1990s
Heat (1995 film),1990s
Heaven & Earth (1993 film),1990s
Heaven Before I Die,1990s
Heaven Is a Playground (film),1990s
Heaven's Fire,1990s
Heaven's Prisoners,1990s
Heavy (film),1990s
Heavyweights,1990s
Held Up,1990s
Hellbound (film),1990s
Hellmaster,1990s
Hellraiser III: Hell on Earth,1990s
Hellraiser: Bloodline,1990s
Henry & June,1990s
Henry Fool,1990s
"Henry: Portrait of a Serial Killer, Part II",1990s
Hero (1992 film),1990s
Hexed,1990s
Hideaway (1995 film),1990s
Hideous!,1990s
High School High,1990s
High Strung (1991 film),1990s
High Voltage (1997 film),1990s
Highball (film),1990s
Higher Learning,1990s
Highlander II: The Quickening,1990s
Hit Me (film),1990s
Hocus Pocus (1993 film),1990s
Hoffa (film),1990s
"Hold Me, Thrill Me, Kiss Me (film)",1990s
Hollywood Safari,1990s
Holy Man,1990s
Holy Matrimony (1994 film),1990s
Home Alone,1990s
Home Alone 2: Lost in New York,1990s
Home Alone 3,1990s
Home Fries,1990s
Home for the Holidays (1995 film),1990s
Homecoming (1996 film),1990s
Homegrown (film),1990s
Homeward Bound II: Lost in San Francisco,1990s
Homicide (1991 film),1990s
"Honey, I Blew Up the Kid",1990s
"Honey, We Shrunk Ourselves",1990s
Honeymoon in Vegas,1990s
Hong Kong '97,1990s
Hoodlum (film),1990s
Hook (film),1990s
Hope (1997 film),1990s
Hope Floats,1990s
Horse Sense,1990s
Hostile Advances,1990s
Hot Shots!,1990s
Hot Shots! Part Deux,1990s
Houdini (1998 film),1990s
House Arrest (1996 film),1990s
House Party (1990 film),1990s
House Party 2,1990s
House Party 3,1990s
House of Cards (1993 film),1990s
House on Haunted Hill (1999 film),1990s
Houseguest,1990s
Household Saints,1990s
Housesitter,1990s
How I Spent My Summer Vacation (1997 film),1990s
How Stella Got Her Groove Back,1990s
Hudson Hawk,1990s
Hugo Pool,1990s
Hurlyburly (film),1990s
Hurricane Streets,1990s
Husbands and Wives,1990s
Hush (1998 film),1990s
I Can Make You Love Me,1990s
I Come in Peace,1990s
I Got the Hook-Up,1990s
"I Killed My Lesbian Wife, Hung Her on a Meat Hook, and Now I Have a Three-Picture Deal at Disney",1990s
I Know What You Did Last Summer,1990s
I Like It Like That (film),1990s
I Love Trouble (1994 film),1990s
I Love You to Death,1990s
"I Love You, I Love You Not",1990s
I Shot Andy Warhol,1990s
I Still Know What You Did Last Summer,1990s
I Was a Teenage Serial Killer,1990s
I Went Down,1990s
I Woke Up Early the Day I Died,1990s
I'll Be Home for Christmas (1998 film),1990s
I'll Do Anything,1990s
I'll Remember April (1999 film),1990s
I'm Bout It,1990s
I'm Dangerous Tonight,1990s
I'm Losing You (film),1990s
I'm Not Rappaport (film),1990s
I've Been Waiting for You (film),1990s
I.Q. (film),1990s
Ice Cream Man (film),1990s
Idle Hands,1990s
If Looks Could Kill (film),1990s
If Lucy Fell,1990s
If Someone Had Known,1990s
If These Walls Could Talk,1990s
If You Believe (film),1990s
Illicit Dreams,1990s
Illuminata (film),1990s
Imaginary Crimes,1990s
Immortal Beloved (1994 film),1990s
Improper Conduct (1994 film),1990s
Impulse (1990 film),1990s
In & Out (film),1990s
In Dreams (film),1990s
In Love and War (1996 film),1990s
In Too Deep (1999 film),1990s
In the Army Now (film),1990s
In the Company of Men,1990s
In the Flesh (1998 film),1990s
In the Line of Fire,1990s
In the Mouth of Madness,1990s
In the Name of Love: A Texas Tragedy,1990s
In the Soup,1990s
In the Spirit (film),1990s
Incident in a Small Town,1990s
Incognito (1997 film),1990s
Indecent Proposal,1990s
Independence Day (1996 film),1990s
Indian Summer (1993 film),1990s
Inferno (1999 film),1990s
Infinity (1996 film),1990s
Inner Sanctum (1991 film),1990s
Innocent Blood (film),1990s
Inside Monkey Zetterland,1990s
Inspector Gadget (film),1990s
Instinct (1999 film),1990s
Intensity (film),1990s
Internal Affairs (film),1990s
Intersection (1994 film),1990s
Interview with the Vampire (film),1990s
Into Thin Air: Death on Everest,1990s
Into the Badlands (film),1990s
Into the Sun (1992 film),1990s
Invader (1992 film),1990s
Iron Eagle on the Attack,1990s
Iron Maze,1990s
Iron Will,1990s
Ironclads (film),1990s
Ironheart (1992 film),1990s
It (miniseries),1990s
It Came from the Sky,1990s
It Could Happen to You (1994 film),1990s
It Takes Two (1995 film),1990s
It's My Party (film),1990s
It's Pat,1990s
It's in the Water,1990s
It's the Rage (film),1990s
JFK (film),1990s
Jack (1996 film),1990s
Jack Frost (1997 film),1990s
Jack Frost (1998 film),1990s
Jack the Bear,1990s
Jack-O,1990s
Jackie Brown,1990s
Jackie's Back,1990s
Jacob's Ladder (1990 film),1990s
Jade (film),1990s
Jaded (film),1990s
Jailbreakers,1990s
Jakob the Liar,1990s
Jane Eyre (1996 film),1990s
Jason Goes to Hell: The Final Friday,1990s
Jason's Lyric,1990s
Jawbreaker (film),1990s
Jefferson in Paris,1990s
Jeffrey (1995 film),1990s
Jennifer 8,1990s
Jerry Maguire,1990s
Jerry and Tom,1990s
Jezebel's Kiss,1990s
Jimmy Hollywood,1990s
Jingle All the Way,1990s
Joe Versus the Volcano,1990s
Joe's Apartment,1990s
Johnny Mnemonic (film),1990s
Johnny Tsunami,1990s
Johns (film),1990s
Jonathan: The Boy Nobody Wanted,1990s
Joseph (1995 film),1990s
Joseph's Gift,1990s
Josh and S.A.M.,1990s
Joshua Tree (1993 film),1990s
Journey to the Center of the Earth (1993 film),1990s
Judas Kiss (1998 film),1990s
Judge Dredd (film),1990s
Judgment Night (film),1990s
Judy Berlin,1990s
Juice (1992 film),1990s
Julian Po,1990s
Julien Donkey-Boy,1990s
Jumanji,1990s
Jumpin' at the Boneyard,1990s
Jungle 2 Jungle,1990s
Jungle Fever,1990s
Junior (1994 film),1990s
Jurassic Park (film),1990s
Jury Duty (film),1990s
Just Another Girl on the I.R.T.,1990s
Just Cause (film),1990s
Just Looking,1990s
Just Write,1990s
Just the Ticket,1990s
Justice League of America (film),1990s
K-9000,1990s
K2 (film),1990s
Kafka (film),1990s
Kaleidoscope (1990 film),1990s
Kalifornia,1990s
Kamillions,1990s
Kansas City (film),1990s
Keaton's Cop,1990s
Keys to Tulsa,1990s
Kickboxer 2,1990s
Kickboxer 3,1990s
Kickboxer 4,1990s
Kickboxing Academy,1990s
Kicked in the Head (film),1990s
Kicking and Screaming (1995 film),1990s
Kidnapped (1995 film),1990s
Kids (film),1990s
Kidz in the Wood,1990s
Kill by Inches,1990s
Killer Nerd,1990s
Killer: A Journal of Murder (film),1990s
Killing Zoe,1990s
Kindergarten Cop,1990s
King Cobra (1999 film),1990s
King Ralph,1990s
King of New York,1990s
King of the Hill (1993 film),1990s
Kingfish: A Story of Huey P. Long,1990s
Kingpin (1996 film),1990s
Kiss & Tell (1997 film),1990s
Kiss Toledo Goodbye,1990s
Kiss of Death (1995 film),1990s
Kiss the Girls (1997 film),1990s
Kissing a Fool,1990s
Knight Moves (film),1990s
Knight Rider 2000,1990s
Knight Rider 2010,1990s
Knights (film),1990s
Knock Off (film),1990s
Krippendorf's Tribe,1990s
Kuffs,1990s
Kull the Conqueror,1990s
Kundun,1990s
L.A. Confidential (film),1990s
L.A. Story,1990s
Ladybugs (film),1990s
Lake Consequence,1990s
Lake Placid (film),1990s
Lakota Woman: Siege at Wounded Knee,1990s
Lambada (film),1990s
Larger than Life (film),1990s
Lassie (1994 film),1990s
Last Action Hero,1990s
Last Assassins,1990s
Last Dance (1996 film),1990s
Last Light (film),1990s
Last Stand at Saber River,1990s
Last of the Dogmen,1990s
Late Last Night (film),1990s
Late for Dinner,1990s
Lawnmower Man 2: Beyond Cyberspace,1990s
Laws of Gravity (film),1990s
Leap of Faith (film),1990s
Leather Jackets (film),1990s
Leatherface: The Texas Chainsaw Massacre III,1990s
Leave It to Beaver (film),1990s
Leaving Las Vegas,1990s
Leaving Normal (film),1990s
Legal Tender (film),1990s
Legend of the Lost Tomb,1990s
Legends of the Fall,1990s
Legion of Fire: Killer Ants!,1990s
Legionnaire (film),1990s
Leprechaun (film),1990s
Leprechaun 2,1990s
Leprechaun 3,1990s
Leprechaun 4: In Space,1990s
Les Misérables (1998 film),1990s
Let It Be Me (1995 film),1990s
Let the Devil Wear Black,1990s
Lethal Weapon 3,1990s
Lethal Weapon 4,1990s
Levitation (film),1990s
Liar Liar,1990s
Liberty Heights,1990s
Liebestraum (film),1990s
Lies Before Kisses,1990s
Lies and Lullabies,1990s
Lies of the Twins,1990s
Life (1999 film),1990s
Life Stinks,1990s
Life with Mikey,1990s
Lifepod (1993 film),1990s
Light Sleeper,1990s
Lightning Jack,1990s
Limbo (1999 film),1990s
Lionheart (1990 film),1990s
Liquid Dreams (film),1990s
Lisa (1990 film),1990s
Little Big League,1990s
Little Bigfoot (film),1990s
Little Boy Blue (film),1990s
Little Buddha,1990s
Little City,1990s
Little Giants,1990s
Little Man Tate,1990s
Little Miss Millions,1990s
Little Noises,1990s
Little Odessa (film),1990s
Little Sister (1992 film),1990s
Little Witches,1990s
Little Women (1994 film),1990s
Live Wire (film),1990s
Livin' Large,1990s
Living Out Loud,1990s
Living in Oblivion,1990s
Loaded Weapon 1,1990s
Loanshark (film),1990s
"Lock, Stock and Two Smoking Barrels",1990s
Lolita (1997 film),1990s
Lone Star (1996 film),1990s
Lonely Hearts (1991 film),1990s
Look Who's Talking Now,1990s
Look Who's Talking Too,1990s
Looking for Lola,1990s
Loose Cannons (1990 film),1990s
Lord of Illusions,1990s
Lord of the Flies (1990 film),1990s
Lorenzo's Oil,1990s
Losing Chase,1990s
Losing Isaiah,1990s
Lost & Found (1999 film),1990s
Lost Highway (film),1990s
Lost Prophet,1990s
Lost in Space (film),1990s
Lost in Yonkers (film),1990s
Love Affair (1994 film),1990s
Love Crimes (film),1990s
Love Field (film),1990s
Love Hurts (1990 film),1990s
Love Is All There Is,1990s
Love Jones (film),1990s
Love Kills (film),1990s
Love Potion No. 9 (film),1990s
Love Stinks (film),1990s
Love and a .45,1990s
Love at Large,1990s
Love's Deadly Triangle: The Texas Cadet Murder,1990s
"Love, Cheat & Steal",1990s
"Love, Lies and Murder",1990s
Loving Jezebel,1990s
Lower Level,1990s
Loyal Opposition: Terror in the White House,1990s
Lucinda's Spell,1990s
Lulu on the Bridge,1990s
Lunatics: A Love Story,1990s
Lurking Fear (film),1990s
Lying Eyes,1990s
M. Butterfly (film),1990s
Mad City (film),1990s
Mad Dog and Glory,1990s
Made in America (1993 film),1990s
Madeline (1998 film),1990s
Madhouse (1990 film),1990s
Mafia!,1990s
Magic Island (film),1990s
Magic in the Water,1990s
Magnolia (film),1990s
Maid for Each Other,1990s
Major League II,1990s
Major League: Back to the Minors,1990s
Major Payne,1990s
Malcolm X (1992 film),1990s
Malice (1993 film),1990s
Mallrats,1990s
Man Trouble,1990s
Man of the House (1995 film),1990s
Man on the Moon (film),1990s
Man's Best Friend (1993 film),1990s
Mandroid (film),1990s
Manhattan Murder Mystery,1990s
Maniac Cop 2,1990s
Maniac Cop III: Badge of Silence,1990s
Mannequin Two: On the Move,1990s
Marching Out of Time,1990s
Marked for Death,1990s
Married to It,1990s
Mars Attacks!,1990s
Martial Law (1991 film),1990s
Martial Law 2: Undercover,1990s
Martial Outlaw,1990s
Marvin's Room (film),1990s
Mary Reilly (film),1990s
Mary Shelley's Frankenstein (film),1990s
Masterminds (1997 film),1990s
Masters of Menace,1990s
Matilda (1996 film),1990s
Matinee (1993 film),1990s
Maverick (film),1990s
Maximum Risk,1990s
McHale's Navy (1997 film),1990s
Me Myself & I (film),1990s
Me and the Kid,1990s
Meatballs 4,1990s
Medicine Man (film),1990s
Medusa: Dare to Be Truthful,1990s
Meet Joe Black,1990s
Meet Wally Sparks,1990s
Meet the Applegates,1990s
Meet the Deedles,1990s
Meet the Parents (1992 film),1990s
Megaville,1990s
Memoirs of an Invisible Man (film),1990s
Memorial Day (1999 film),1990s
Memories of Murder (1990 film),1990s
Memory Run,1990s
Memphis Belle (film),1990s
Men (1997 film),1990s
Men Don't Leave,1990s
Men Don't Tell,1990s
Men Seeking Women,1990s
Men at Work (1990 film),1990s
Men in Black (1997 film),1990s
Men of Respect,1990s
Men of War (film),1990s
Menace II Society,1990s
Mercury Rising,1990s
Mercy (1995 film),1990s
Mercy Mission: The Rescue of Flight 771,1990s
Merlin (miniseries),1990s
Mermaids (1990 film),1990s
Message in a Bottle (film),1990s
Metamorphosis: The Alien Factor,1990s
Metro (1997 film),1990s
Metropolitan (1990 film),1990s
Mi Vida Loca,1990s
Miami Blues,1990s
Miami Rhapsody,1990s
Michael (1996 film),1990s
Michael Collins (film),1990s
Michael Jackson's Ghosts,1990s
Michael Jordan: An American Hero,1990s
Mickey Blue Eyes,1990s
Midnight Man (1995 film),1990s
Midnight Ride (film),1990s
Midnight in the Garden of Good and Evil (film),1990s
Mighty Aphrodite,1990s
Mighty Joe Young (1998 film),1990s
Mighty Morphin Power Rangers: The Movie,1990s
Mikey (film),1990s
Milk & Money,1990s
Milk Money (film),1990s
Miller's Crossing,1990s
Mimic (film),1990s
Mind Ripper,1990s
Mindwalk,1990s
Mindwarp (film),1990s
Miracle Beach,1990s
Miracle Child (film),1990s
Miracle Landing,1990s
Miracle on 34th Street (1994 film),1990s
Mirage (1995 film),1990s
"Mirror, Mirror (1990 film)",1990s
Misery (film),1990s
Miss Evers' Boys,1990s
Missing Pieces (1992 film),1990s
Mission: Impossible (film),1990s
Mississippi Masala,1990s
Mister Johnson (film),1990s
Mister Smile,1990s
Mistress (1992 film),1990s
Mixed Blessings (film),1990s
Mixed Nuts,1990s
Mixing Nia,1990s
Mo' Better Blues,1990s
Mo' Money,1990s
Moan (film),1990s
Mob Queen,1990s
Modern Vampires,1990s
Mojave Moon,1990s
Molly (1999 film),1990s
Mom and Dad Save the World,1990s
Mom's Outta Sight,1990s
Moment of Truth: Cradle of Conspiracy,1990s
Moment of Truth: Why My Daughter?,1990s
Money Talks (1997 film),1990s
Money Train,1990s
Money for Nothing (1993 film),1990s
Monkey Trouble,1990s
Montana (1998 film),1990s
Moonlight and Valentino,1990s
More (1998 film),1990s
Mortal Kombat (1995 film),1990s
Mortal Kombat Annihilation,1990s
Mortal Passions,1990s
Mortal Thoughts,1990s
Moses (miniseries),1990s
Mosquito (film),1990s
Most Wanted (1997 film),1990s
Motel Blue,1990s
Mother (1996 film),1990s
Mother Night (film),1990s
Mother Teresa: In the Name of God's Poor,1990s
Mother's Boys,1990s
Motorama (film),1990s
Motorcycle Gang (1994 film),1990s
Mouse Hunt,1990s
Mr. & Mrs. Bridge,1990s
Mr. Baseball,1990s
Mr. Destiny,1990s
Mr. Holland's Opus,1990s
Mr. Jealousy,1990s
Mr. Jones (1993 film),1990s
Mr. Magoo (film),1990s
Mr. Nanny,1990s
Mr. Saturday Night,1990s
Mr. Stitch,1990s
Mr. Wonderful (film),1990s
Mrs. Doubtfire,1990s
Mrs. Santa Claus,1990s
Mrs. Winterbourne,1990s
Much Ado About Nothing (1993 film),1990s
Mulholland Falls,1990s
Multi-Facial,1990s
Multiplicity (film),1990s
Mumford (film),1990s
Muppet Classic Theater,1990s
Muppet Treasure Island,1990s
Muppets from Space,1990s
Murder 101 (1991 film),1990s
Murder She Purred: A Mrs. Murphy Mystery,1990s
Murder at 1600,1990s
Murder in a Small Town,1990s
Murder in the First (film),1990s
Music Box (film),1990s
Music from Another Room (film),1990s
Music of the Heart,1990s
Mutual Needs,1990s
My Best Friend's Wedding,1990s
My Blue Heaven (1990 American film),1990s
My Boyfriend's Back (film),1990s
My Brother the Pig,1990s
My Brother's War,1990s
My Cousin Vinny,1990s
My Date with the President's Daughter,1990s
My Father the Hero (1994 film),1990s
My Favorite Martian (film),1990s
My Fellow Americans,1990s
My Giant,1990s
My Girl (film),1990s
My Girl 2,1990s
My Girlfriend's Boyfriend (1998 film),1990s
My Heroes Have Always Been Cowboys (film),1990s
My Life (film),1990s
My New Gun,1990s
My Own Private Idaho,1990s
My Summer Story,1990s
Mystery Date,1990s
Mystery Men,1990s
Mystery Science Theater 3000: The Movie,1990s
"Mystery, Alaska",1990s
Nadja (film),1990s
Naked Gun 33 1/3: The Final Insult,1990s
Naked Souls,1990s
Naked in New York,1990s
Narrow Margin,1990s
National Lampoon's Last Resort,1990s
National Lampoon's Men in White,1990s
National Lampoon's Senior Trip,1990s
Natural Born Killers,1990s
Natural Enemy (film),1990s
Navajo Blues,1990s
Navy SEALs (film),1990s
Necessary Roughness (film),1990s
Necronomicon (film),1990s
Needful Things (film),1990s
Nell (film),1990s
Nemesis (1992 film),1990s
Nemesis 3: Prey Harder,1990s
Nemesis 4: Death Angel,1990s
NetForce (film),1990s
Nevada (1997 film),1990s
Never Been Kissed,1990s
Never Talk to Strangers,1990s
